"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","10060","Kiểm tra SEO Onpage: Nội thất bình dương giá rẻ (/noi-that-binh-duong-gia-re-noi-that-hoang-nhan)","Desktop Chrome","2026-08-20","passed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","9069","Kiểm tra SEO Onpage: Ghế bành lưng ôm cong giá rẻ tại TPHCM (/ghe-banh-lung-om-cong-gia-re-tai-tphcm)","Desktop Chrome","2026-08-20","failed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 86/100 | Đạt: 18/21 tiêu chí | Ngưỡng: 96%

TỐT","57888","Kiểm tra SEO Onpage: Sản phẩm (/san-pham)","Desktop Chrome","2026-08-20","failed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","12918","Kiểm tra SEO Onpage: Ghế (/ghe)","Desktop Chrome","2026-08-20","passed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
"","38064","Submit form successfully with valid data","Desktop Chrome","2026-08-20","failed","2026-08-20","Contract Feature Tests","web/contract.spec.ts","",""
"","8593","Submit form should fail with bỏ trống email","Desktop Chrome","2026-08-20","passed","2026-08-20","Contract Feature Tests","web/contract.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","8838","Kiểm tra SEO Onpage: Ghế xoay hoa văn kết hợp da giá rẻ tại HCM (/ghe-xoay-hoa-van-ket-hop-da-gia-re-tai-hcm)","Desktop Chrome","2026-08-20","passed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","9749","Kiểm tra SEO Onpage: Kệ console trang trí giá tốt kho hàng bình dương (/ke-console-trang-tri-gia-tot-kho-hang-binh-duong)","Desktop Chrome","2026-08-20","failed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
"","9291","Submit form should fail with sai định dạng email","Desktop Chrome","2026-08-20","passed","2026-08-20","Contract Feature Tests","web/contract.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","16889","Kiểm tra SEO Onpage: Giường đẹp giá rẻ tại HCM (/giuong-dep-gia-re-tai-hcm)","Desktop Chrome","2026-08-20","passed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","26947","Kiểm tra SEO Onpage: Ghế Bar (/bar)","Desktop Chrome","2026-08-20","passed","2026-08-20","SEO Page","seo/seo.spec.ts","",""
