"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8908","Submit form should fail with sai định dạng email","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","12010","Kiểm tra SEO Onpage: Tủ áo thông minh tiết kiệm không gian (/tu-ao-thong-minh-tiet-kiem-khong-gian)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 73/100 | Đạt: 16/22 tiêu chí | Ngưỡng: 95%

KHÁ","89532","Kiểm tra SEO Onpage: Notification (/index.php)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","12005","Kiểm tra SEO Onpage: Cửa sổ giấu rèm (/cua-so-giau-rem)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","8811","Submit form should fail with bỏ trống nội dung","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"[FAIL] Điểm SEO: 82/100 | Đạt: 18/22 tiêu chí | Ngưỡng: 95%

TỐT","70997","Kiểm tra SEO Onpage: Tin tức (/tin-tuc)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","139845","Bulk insert 35 news via Copy and verify Load More on website","Desktop Chrome","2026-08-13","failed","2026-08-13","News Management Tests","admin/news.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","11850","Kiểm tra SEO Onpage: Bếp điện Hân Di kết hợp công nghệ và thiết kế (/bep-dien-han-di-ket-hop-cong-nghe-va-thiet-ke)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","14371","Kiểm tra SEO Onpage: Hệ cửa sổ giấu rèm (/he-cua-so-giau-rem)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","16532","Add news should fail with không nhập tiêu đề","Desktop Chrome","2026-08-13","passed","2026-08-13","News Management Tests","admin/news.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","14707","Kiểm tra SEO Onpage: Tin tức mới (/tin-cong-ty)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
