"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG HỌ TÊN","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: TẤN CÔNG XSS","0"
"0","Admin","0","Add and Verify Service Category 1","1","0","Invalid Service Category 1: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","UI","1","dichvu","0","1","Toàn bộ trang","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: TẤN CÔNG SQL INJECTION","0"
"0","Admin","0","Add and Verify Blogs","1","0","Valid Blog Addition Flow","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI QUÁ NGẮN","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG ĐIỆN THOẠI","0"
"0","Admin","0","Add and Verify Blogs","1","0","Bulk Insert and Pagination Verification","0"
"0","Admin","1","Add and Verify Product","0","0","Bulk Insert and Pagination Verification","0"
"0","Web","0","Search from Homepage Dropdown","1","0","Dynamic Keyword Search","0"
"0","Admin","0","Add and Verify Blogs","1","0","Invalid Blog: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","Admin","0","Add and Verify Projects","1","0","Invalid Project: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","Admin","1","Add and Verify Projects","0","0","Bulk Insert and Pagination Verification","0"
"0","Admin","0","Add and Verify Product","1","0","Invalid Product: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI CHỨA CHỮ CÁI","0"
"0","Admin","0","Add and Verify Product","1","0","Invalid Product: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: NHẬP TOÀN KHOẢNG TRẮNG","0"
"0","UI","1","gioithieu","0","1","Toàn bộ trang","0"
"0","Admin","0","Add and Verify Service Category 1","1","0","Valid Service Category 1 Addition Flow","0"
"0","Authentication","0","Admin Login","1","0","Valid Admin Login","0"
"0","Web","0","Search from Homepage Dropdown","1","0","Invalid Search: TỪ KHÓA KHÔNG TỒN TẠI TRÊN HỆ THỐNG","0"
"0","Admin","0","Add and Verify Projects","1","0","Valid Project Addition Flow","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: SAI TÊN ĐĂNG NHẬP","0"
"0","UI","0","trangchu","1","1","Toàn bộ trang","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG NỘI DUNG","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: BỎ TRỐNG TÊN ĐĂNG NHẬP","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG EMAIL","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SAI ĐỊNH DẠNG EMAIL","0"
"0","Admin","0","Add and Verify Blogs","1","0","Invalid Blog: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","Web","1","Search from Homepage Dropdown","0","0","Invalid Search: TỪ KHÓA CHỨA TOÀN KÝ TỰ ĐẶC BIỆT","0"
"0","Web","1","Search from Homepage Dropdown","0","0","Invalid Search: TỪ KHÓA CHỈ CÓ 1 KHOẢNG TRẮNG","0"
"0","Admin","0","Add and Verify Projects","1","0","Invalid Project: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","Admin","0","Add and Verify Service Category 1","1","0","Invalid Service Category 1: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: SAI MẬT KHẨU","0"
"0","Web","1","Submit Contract Form","0","0","Valid Contract Submission","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: BỎ TRỐNG MẬT KHẨU","0"
"0","Admin","0","Add and Verify Product","1","0","Valid Product Addition Flow","0"
