"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9155","Submit form should fail with số điện thoại chứa chữ cái","Desktop Chrome","2026-08-21","passed","2026-08-21","Contract Feature Tests","web/contract.spec.ts","",""
"","9588","Submit form should fail with bỏ trống email","Desktop Chrome","2026-08-21","passed","2026-08-21","Contract Feature Tests","web/contract.spec.ts","",""
"","5915","Login should fail with sai mật khẩu","Desktop Chrome","2026-08-21","passed","2026-08-21","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","11154","Kiểm tra SEO Onpage: Công Ty Xây Dựng Khánh Hoà (/cong-ty-xay-dung-khanh-hoa-t-home-uy-tin-chat-luong)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 18/18 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","39665","Kiểm tra SEO Onpage: Mẫu Nhà Đẹp 2026 – Nhà Phố, Biệt Thự & Villa Hiện Đại (/mau-nha-dep)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 18/18 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","35555","Kiểm tra SEO Onpage: Kinh Nghiệm Xây Nhà Từ A (/kinh-nghiem-xay-nha)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"","61663","Add news successfully and verify on website","Desktop Chrome","2026-08-21","passed","2026-08-21","News Management Tests","admin/news.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 18/18 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","46993","Kiểm tra SEO Onpage: T (/gioi-thieu)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","14385","Kiểm tra SEO Onpage: Chính sách hỗ trợ khách hàng (/chinh-sach-ho-tro-khach-hang)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"","35131","Add news should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-21","failed","2026-08-21","News Management Tests","admin/news.spec.ts","",""
"","86956","Bulk insert 35 news via Copy and verify Load More on website","Desktop Chrome","2026-08-21","passed","2026-08-21","News Management Tests","admin/news.spec.ts","",""
"","9272","Submit form should fail with sai định dạng email","Desktop Chrome","2026-08-21","passed","2026-08-21","Contract Feature Tests","web/contract.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","18760","Kiểm tra SEO Onpage: XÂY BIỆT THỰ TRỌN GÓI TẠI NHA TRANG (/xay-biet-thu-tron-goi-tai-nha-trang-xay-dung-t-home)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"","4483","Login should fail with bỏ trống tên đăng nhập","Desktop Chrome","2026-08-21","passed","2026-08-21","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","5661","Login should fail with sai tên đăng nhập","Desktop Chrome","2026-08-21","passed","2026-08-21","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 18/18 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","45649","Kiểm tra SEO Onpage: Dự Án T (/du-an)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"","4717","Login should fail with bỏ trống mật khẩu","Desktop Chrome","2026-08-21","passed","2026-08-21","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","8947","Submit form should fail with bỏ trống nội dung","Desktop Chrome","2026-08-21","passed","2026-08-21","Contract Feature Tests","web/contract.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 18/18 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","40479","Kiểm tra SEO Onpage: Tin Tức Kiến Trúc & Xây Dựng – Xu Hướng Nhà Đẹp (/tin-tuc)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","10500","Kiểm tra SEO Onpage: Hệ thống cửa hàng (/he-thong-cua-hang)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"","8990","Submit form should fail with số điện thoại quá ngắn","Desktop Chrome","2026-08-21","passed","2026-08-21","Contract Feature Tests","web/contract.spec.ts","",""
"","40336","Submit form successfully with valid data","Desktop Chrome","2026-08-21","failed","2026-08-21","Contract Feature Tests","web/contract.spec.ts","",""
"","15377","Add news should fail with không nhập tiêu đề","Desktop Chrome","2026-08-21","passed","2026-08-21","News Management Tests","admin/news.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","13437","Kiểm tra SEO Onpage: NỘI THẤT NHÀ PHỐ TÂN CỔ ĐIỂN (/noi-that-nha-pho-tan-co-dien-nghe-thuat-cua-su-sang-trong)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","10223","Kiểm tra SEO Onpage: CÔNG TRÌNH THỰC TẾ (/cong-trinh-thuc-te)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"","8937","Submit form should fail with bỏ trống điện thoại","Desktop Chrome","2026-08-21","passed","2026-08-21","Contract Feature Tests","web/contract.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","15305","Kiểm tra SEO Onpage: MẪU NỘI THẤT NHÀ PHỐ PHONG CÁCH INDOCHINE (/mau-noi-that-nha-pho-phong-cach-indochine)","Desktop Chrome","2026-08-21","passed","2026-08-21","SEO Page","seo/seo.spec.ts","",""
"","6888","Login successfully with valid credentials","Desktop Chrome","2026-08-21","passed","2026-08-21","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
