"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: KITPLUS","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tiếng Trung Cho Người Đi Làm","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Sản phẩm","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: ITA","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Khóa tủ","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: https://code3.mimadigi.vn/2026/august/happylearning/nhay","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: EDEL","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: TEKA","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: https://code3.mimadigi.vn/2026/august/happylearning/","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Tin tức","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: ADEL","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: BỎ TRỐNG TÊN ĐĂNG NHẬP","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bếp từ 2 chỗ","0"
"0","SEO","3","SEO Page","0","0","Phân tích SEO chuyên sâu: ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: YAKYO","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Cờ Vua Global Chess: Nâng Cao Tư Duy Chiến Lược Cho Trẻ","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: GIỚI THIỆU VỀ KHOÁ HỌC NÂNG CAO","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: HETTICH","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: VICKINI","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: WORKSHOP HAPPY ROBOTIC TẠI HAPPY LEARNING VIET","0"
"0","Admin","0","Add and Verify News","1","0","Valid News Addition Flow","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Học Vẽ Theo Nhóm: Sáng Tạo Và Vui Vẻ Cùng Happy Learning Viet","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI QUÁ NGẮN","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Lợi ích khi học tiếng Anh từ nhỏ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: CLB CỜ VUA CUỐI TUẦN TẠI HAPPY LEARNING VIỆT","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Về chúng tôi","0"
"0","SEO","0","SEO Page","2","0","Phân tích SEO chuyên sâu: LUYỆN THI CÁC MÔN","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: BENZLER","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: SAI TÊN ĐĂNG NHẬP","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Khóa phân thể","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: LATINO","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: HMH","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ray âm","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: KAFF","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: KIELER","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Khơi Mở Tương Lai Cùng Robotics: Học Lập Trình Cho Trẻ Em","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: 🌐 KHAI PHÓNG TƯƠNG LAI CÙNG TIẾNG ANH: LỚP HỌC TOÀN DIỆN CHO MỌI LỨA TUỔI TẠI HAPPY LEARNING VIỆT","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: GIẢI ĐẤU GLOBAL CHESS MÙA XUÂN 2026","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ray trượt","0"
"0","Admin","0","Add and Verify News","1","0","Invalid News: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Học vẽ cho người không có năng khiếu","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tiếng Anh Cho Trẻ Em","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Chậu vòi Inox 304","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: HỌC VIÊN HAPPY LEARNING VIET TOẢ SÁNG TẠI AEON MALL BÌNH TÂN!","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: HAPPY SUMMER 2026","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Lễ Hội Sáng Tạo Tháng 10","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: NEWERA","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Lớp Năng Khiếu Cho Bé Tại Quận 6, Bình Tân","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: LẬP TRÌNH ROBOT CHO TRẺ TỪ 4 TUỔI: MỞ KHÓA TƯƠNG LAI CÔNG NGHỆ CHO BÉ YÊU!","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Chất Liệu Hội Họa Phù Hợp Cho Trẻ Em","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tay nắm âm","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: OEM","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG EMAIL","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG NỘI DUNG","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI CHỨA CHỮ CÁI","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: INOXEN","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Phụ kiện cửa – bản lề – ray","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: KHOÁ VISUAL ART","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Hội thảo chương trình Song bằng Phổ thông Mỹ – lộ trình học tập chuẩn quốc tế ngay tại Việt Nam.","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tiếng Trung Cho Bé: Khai Phá Tư Duy & Hán Tự tại Happy Learning Viet","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: HỘI HOẠ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: CÔNG NGHỆ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: CLB Múa Cổ Trang","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Vượt qua nỗi sợ giao tiếp tiếng Anh: Bí quyết luyện nói tự tin","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG ĐIỆN THOẠI","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Khóa & thiết bị an toàn","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: MỪNG HAPPY LEARNING VIỆT TRÒN 8 TUỔI","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: https://code3.mimadigi.vn/2026/august/happylearning/mua","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: HUBERT","0"
"0","Admin","0","Add and Verify News","1","0","Invalid News: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: KHÓA HỌC","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: HỌC PIANO: KHÔNG BAO GIỜ LÀ QUÁ MUỘN ĐỂ BẮT ĐẦU!","0"
"0","Web","0","Submit Contract Form","1","0","Valid Contract Submission","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: AOSMITH","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: BẮT ĐẦU HỌC TIẾNG TRUNG: DỄ HAY KHÓ? BẬT MÍ 5 BÍ KÍP CHINH PHỤC HÁN NGỮ CHO NGƯỜI MỚI BẮT ĐẦU!","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: KASSLER","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: HÀNH TRÌNH KHAI PHÁ THẾ GIỚI 4.0: LẬP TRÌNH ROBOT CHO BÉ TỪ 4 TUỔI","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: BOSSEU","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: LÌ XÌ GẤP ĐÔI","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: CANZY","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: IMUNDEX","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Thiết bị nhà bếp","0"
"0","Admin","1","Add and Verify News","0","0","Bulk Insert and Pagination Verification","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Khóa điện tử","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: MỞ RA NHỮNG CƠ HỘI MỚI VỚI TIẾNG TRUNG","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bếp gas âm","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Bé học Cờ vua bằng Tiếng Anh – Nền tảng song ngữ Tư duy và Kỹ năng","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: LỚP HỌC PIANO CHO BÉ TẠI HAPPY LEARNING VIỆT","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Khóa học Tiếng Anh cho người đi làm & sinh viên","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tiếng Trung: Tương Lai & Cơ Hội Vô Tận","0"
