"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","13845","Kiểm tra SEO Onpage: Chính sách bảo hành (/chinh-sach-bao-hanh)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","14255","Kiểm tra SEO Onpage: Test Product Title 1786601952028 (/test-product-title-1786601952028)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","12884","Kiểm tra SEO Onpage: Về chúng tôi (/ve-chung-toi)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","4087","Login should fail with bỏ trống tên đăng nhập","Desktop Chrome","2026-08-13","passed","2026-08-13","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","34937","Add product should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-13","failed","2026-08-13","Product Management Tests","admin/product.spec.ts","",""
"","35955","Add news successfully and verify on website","Desktop Chrome","2026-08-13","passed","2026-08-13","News Management Tests","admin/news.spec.ts","",""
"[FAIL] Điểm SEO: 82/100 | Đạt: 18/22 tiêu chí | Ngưỡng: 95%

TỐT","42872","Kiểm tra SEO Onpage: Dịch vụ (/dich-vu)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","16426","Add news should fail with không nhập tiêu đề","Desktop Chrome","2026-08-13","passed","2026-08-13","News Management Tests","admin/news.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","11306","Kiểm tra SEO Onpage: Tủ bếp thông minh cho gia đình hiện đại (/tu-bep-thong-minh-cho-gia-dinh-hien-dai)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","11890","Kiểm tra SEO Onpage: Tin tức nổi bật (/tin-noi-bat)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 73/100 | Đạt: 16/22 tiêu chí | Ngưỡng: 95%

KHÁ","81672","Kiểm tra SEO Onpage: Notification (/index.php)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","117424","Bulk insert 35 news via Copy and verify Load More on website","Desktop Chrome","2026-08-13","failed","2026-08-13","News Management Tests","admin/news.spec.ts","",""
"","30886","Add Service Category 1 successfully and verify on website","Desktop Chrome","2026-08-13","passed","2026-08-13","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
"[FAIL] Điểm SEO: 82/100 | Đạt: 18/22 tiêu chí | Ngưỡng: 95%

TỐT","56274","Kiểm tra SEO Onpage: Về chúng tôi (/gioi-thieu)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","9695","Kiểm tra SEO Onpage: Cửa nhôm (/cua-nhom)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","21092","Kiểm tra SEO Onpage: Bếp từ tiết kiệm năng lượng (/bep-tu-tiet-kiem-nang-luong)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","10186","Kiểm tra SEO Onpage: Tủ áo thông minh tiết kiệm không gian (/tu-ao-thong-minh-tiet-kiem-khong-gian)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","10741","Kiểm tra SEO Onpage: Chậu rửa chén chất lượng cao (/chau-rua-chen-chat-luong-cao)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","10682","Kiểm tra SEO Onpage: Máy hút mùi Hân Di cho bếp không mùi (/may-hut-mui-han-di-cho-bep-khong-mui)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","13561","Kiểm tra SEO Onpage: Gia công lắp đặt cửa nhôm (/gia-cong-lap-dat-cua-nhom)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","29238","[gioithieu] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-13","passed","2026-08-13","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","13019","Kiểm tra SEO Onpage: Tin tức mới (/tin-cong-ty)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","4457","Login should fail with bỏ trống mật khẩu","Desktop Chrome","2026-08-13","passed","2026-08-13","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","10166","Kiểm tra SEO Onpage: Cầu thang kính (/cau-thang-kinh)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","34802","Add product should fail with không nhập tiêu đề","Desktop Chrome","2026-08-13","failed","2026-08-13","Product Management Tests","admin/product.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","10638","Kiểm tra SEO Onpage: Phụ kiện cửa an toàn và tiện nghi (/phu-kien-cua-an-toan-va-tien-nghi)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","9087","Submit form should fail with sai định dạng email","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","20529","Kiểm tra SEO Onpage: Khóa cửa an toàn và thẩm mỹ (/khoa-cua-an-toan-va-tham-my)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","12281","Kiểm tra SEO Onpage: Hệ cửa sổ giấu rèm (/he-cua-so-giau-rem)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","15977","Add Service Category 1 should fail with không nhập tiêu đề","Desktop Chrome","2026-08-13","passed","2026-08-13","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
"[FAIL] Điểm SEO: 91/100 | Đạt: 20/22 tiêu chí | Ngưỡng: 95%

TỐT","45560","Kiểm tra SEO Onpage: Cửa trượt quay (/cua-truot-quay)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","9370","Submit form should fail with số điện thoại chứa chữ cái","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"[FAIL] Điểm SEO: 82/100 | Đạt: 18/22 tiêu chí | Ngưỡng: 95%

TỐT","56619","Kiểm tra SEO Onpage: Tin tức (/tin-tuc)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","4302","Login should fail with tấn công SQL Injection","Desktop Chrome","2026-08-13","passed","2026-08-13","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","16604","Add project should fail with không nhập tiêu đề","Desktop Chrome","2026-08-13","passed","2026-08-13","Project Management Tests","admin/project.spec.ts","",""
"","4233","Login should fail with sai mật khẩu","Desktop Chrome","2026-08-13","passed","2026-08-13","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","12715","Submit form should fail with tấn công XSS","Desktop Chrome","2026-08-13","failed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"","9315","Submit form should fail with bỏ trống email","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"","23547","Submit form successfully with valid data","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"","99815","Bulk insert 35 projects via Copy and verify Load More on website","Desktop Chrome","2026-08-13","failed","2026-08-13","Project Management Tests","admin/project.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","11093","Kiểm tra SEO Onpage: Bếp gas tiết kiệm nhiên liệu (/bep-gas-tiet-kiem-nhien-lieu)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","9302","Submit form should fail with bỏ trống họ tên","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","10887","Kiểm tra SEO Onpage: Cửa sổ giấu rèm (/cua-so-giau-rem)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 95%

XUẤT SẮC","10476","Kiểm tra SEO Onpage: Thi công cửa full phào (/thi-cong-cua-full-phao)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","10876","Submit form should fail with nhập toàn khoảng trắng","Desktop Chrome","2026-08-13","failed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"","32296","[trangchu] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-13","passed","2026-08-13","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","15807","Add news should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-13","passed","2026-08-13","News Management Tests","admin/news.spec.ts","",""
"[FAIL] Điểm SEO: 86/100 | Đạt: 19/22 tiêu chí | Ngưỡng: 95%

TỐT","45806","Kiểm tra SEO Onpage: Sản phẩm (/san-pham)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","35420","Add product successfully and verify on website","Desktop Chrome","2026-08-13","failed","2026-08-13","Product Management Tests","admin/product.spec.ts","",""
"","6969","Login successfully with valid credentials","Desktop Chrome","2026-08-13","passed","2026-08-13","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","9295","Submit form should fail with bỏ trống điện thoại","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"","245","[dichvu] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-13","skipped","2026-08-13","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","10684","Kiểm tra SEO Onpage: Bếp điện Hân Di kết hợp công nghệ và thiết kế (/bep-dien-han-di-ket-hop-cong-nghe-va-thiet-ke)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 86/100 | Đạt: 19/22 tiêu chí | Ngưỡng: 95%

TỐT","42122","Kiểm tra SEO Onpage: Dự án (/du-an)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","15325","Add project should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-13","passed","2026-08-13","Project Management Tests","admin/project.spec.ts","",""
"[FAIL] Điểm SEO: 91/100 | Đạt: 20/22 tiêu chí | Ngưỡng: 95%

TỐT","78847","Kiểm tra SEO Onpage: Liên hệ (/lien-he)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 91/100 | Đạt: 20/22 tiêu chí | Ngưỡng: 95%

TỐT","42694","Kiểm tra SEO Onpage: Cửa full phào (/cua-full-phao)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
"","34965","Bulk insert 35 products via Copy and verify Load More on website","Desktop Chrome","2026-08-13","failed","2026-08-13","Product Management Tests","admin/product.spec.ts","",""
"","366","[trangchu] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-13","skipped","2026-08-13","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","22937","[dichvu] [Toàn bộ trang] Đánh giá trên Mobile","Mobile","2026-08-13","failed","2026-08-13","Mobile UI Tests","ui/uiMobile.spec.ts","",""
"","4783","Login should fail with sai tên đăng nhập","Desktop Chrome","2026-08-13","passed","2026-08-13","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","9249","Submit form should fail with bỏ trống nội dung","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"","25013","Add project successfully and verify on website","Desktop Chrome","2026-08-13","failed","2026-08-13","Project Management Tests","admin/project.spec.ts","",""
"","247","[gioithieu] [Toàn bộ trang] So sánh Figma ↔ Web","Desktop Chrome","2026-08-13","skipped","2026-08-13","Desktop UI Visual Tests","ui/uiDesktopVisual.spec.ts","",""
"","15130","Add Service Category 1 should fail with không nhập đường dẫn mẫu","Desktop Chrome","2026-08-13","passed","2026-08-13","Service Category 1 Management Tests","admin/serviceCategory1.spec.ts","",""
"","9232","Submit form should fail with số điện thoại quá ngắn","Desktop Chrome","2026-08-13","passed","2026-08-13","Contract Feature Tests","web/contract.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 95%

TỐT","10723","Kiểm tra SEO Onpage: Vòi rửa chén công nghệ tiên tiến (/voi-rua-chen-cong-nghe-tien-tien)","Desktop Chrome","2026-08-13","failed","2026-08-13","SEO Page","seo/seo.spec.ts","",""
