"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Ghế cafe – 03 Lựa chọn sáng suốt cho không gian ngoài trời","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: TẤN CÔNG SQL INJECTION","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Đôn Yên Ngựa Giá rẻ tại bình dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế Cafe","0"
"0","Admin","0","Add and Verify Product","1","0","Bulk Insert and Pagination Verification","0"
"0","Admin","0","Add and Verify Product","1","0","Valid Product Addition Flow","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI QUÁ NGẮN","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Đôn sofa tròn giá rẻ tại TPHCM","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tin tức","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế đôn","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Sofa bành cao cấp giá rẻ tại Bình Dương","0"
"0","Web","0","Search from Homepage Dropdown","1","0","Dynamic Keyword Search","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Top 10 Mẫu Sofa Đơn Cao Cấp Giá Tốt Sang Trọng Năm 2026","0"
"0","Admin","0","Add and Verify Product","1","0","Invalid Product: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bàn ăn gia đình hiện đại sản phẩm không thể thiếu cho mọi gia đình","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bộ Sofa Thư Giãn  – Điểm Nhấn Cho Không Gian Sống","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bộ bàn ghế","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: sofa đơn giá rẻ tại Hồ Chí Minh","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tủ / Kệ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế ăn tân cổ điển Armchair giả rẻ tại TPHCM","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Chính sách kiểm hàng","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: BỎ TRỐNG TÊN ĐĂNG NHẬP","0"
"0","Admin","0","Add and Verify Product","1","0","Invalid Product: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Bàn để đèn giá tốt tại hcm","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: NỘI THẤT HOÀNG NHÂN","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Tủ 4 ngăn kéo","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Ghế Bench","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bàn cafe đẹp chất lượng giá rẻ tại hcm","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: SAI MẬT KHẨU","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Đôn Xoay có nắp giá rẻ tại TPHCM","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế tựa lưng ngoài trời giá rẻ tại TPHCM","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG EMAIL","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Mẫu bàn tròn chân gỗ giá xưởng Bình dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bàn Tròn Chân Cong Hiện Đại – Thiết Kế Sang Trọng, Tinh Tế","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Giường đẹp giá rẻ tại HCM","0"
"0","Web","0","Search from Homepage Dropdown","1","0","Invalid Search: TỪ KHÓA CHỨA TOÀN KÝ TỰ ĐẶC BIỆT","0"
"0","Admin","1","Add and Verify News","0","0","Bulk Insert and Pagination Verification","0"
"0","Admin","1","Add and Verify News","0","0","Invalid News: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","Admin","0","Add and Verify News","1","0","Invalid News: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"1","SEO","0","SEO Page","0","0","Phân tích SEO chuyên sâu: Sản phẩm","0"
"0","Authentication","0","Admin Login","1","0","Valid Admin Login","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: https://noithathoangnhan.com/","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế xoay hoa văn kết hợp da giá rẻ tại HCM","0"
"0","Web","0","Search from Homepage Dropdown","1","0","Invalid Search: TỪ KHÓA CHỈ CÓ 1 KHOẢNG TRẮNG","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG NỘI DUNG","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế mây cói tựa lưng  ngoài trời giá rẻ tại TPHCM","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Kệ console trang trí giá tốt kho hàng bình dương","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI CHỨA CHỮ CÁI","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Đôn tam giác khung gỗ giá tốt Bình Dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Nhóm Hàng ngoài trời","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Mua ghế sofa phòng khách tại Bình Dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Đôn Chữ Nhật Lót Nệm Gía Xưởng Bình Dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế bar  – Thiết kế hiện đại, sang trọng cho không gian nội thất","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bàn Ghế Mây Nhựa đẹp Bình Dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: 7 cửa hàng sofa Sài Gòn cam kết chất lượng cho người tiêu dùng","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế Bar","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Kệ góc giá rẻ tại xưởng bình dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Nội thất bình dương giá rẻ","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Ghế sofa đơn cao cấp giá rẻ tại bình dương","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Xích đu trang trí sân vườn","0"
