"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Chuẩn đoán và tư vấn hệ thống xử lý khí xả","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Bảo hành","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Thiết bị sửa chữa đầu kéo","0"
"0","Authentication","0","Admin Login","1","0","Valid Admin Login","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Thiết bị chẩn đoán đầu kéo","0"
"0","Admin","0","Add and Verify News","1","0","Invalid News: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Liên hệ","0"
"0","Admin","1","Add and Verify Product","0","0","Bulk Insert and Pagination Verification","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Phụ tùng đầu kéo","0"
"0","Web","0","Submit Contract Form","1","0","Valid Contract Submission","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Điện tử xe đầu kéo Mỹ và cách bảo dưỡng hiệu quả","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: SAI TÊN ĐĂNG NHẬP","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Linh kiện điện – điện tử","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: TẤN CÔNG SQL INJECTION","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Test 2","0"
"0","Admin","0","Add and Verify News","1","0","Valid News Addition Flow","0"
"1","SEO","0","SEO Page","0","0","Phân tích SEO chuyên sâu: Kiểm tra đơn hàng","0"
"0","Admin","0","Add and Verify Product","1","0","Valid Product Addition Flow","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Động cơ MaxxForce","0"
"0","Admin","0","Add and Verify Product","1","0","Invalid Product: KHÔNG NHẬP TIÊU ĐỀ","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI CHỨA CHỮ CÁI","0"
"0","Admin","0","Add and Verify News","1","0","Invalid News: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","Admin","1","Add and Verify News","0","0","Bulk Insert and Pagination Verification","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Sản phẩm","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG EMAIL","0"
"0","Admin","0","Add and Verify Product","1","0","Invalid Product: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI QUÁ NGẮN","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Hệ thống khí xả Diesel","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Đổi trả","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Test 3","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Tin tức","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG ĐIỆN THOẠI","0"
"1","SEO","0","SEO Page","0","0","Phân tích SEO chuyên sâu: Giới thiệu","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Vận chuyển","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Động cơ đầu kéo","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: SAI MẬT KHẨU","0"
"0","SEO","0","SEO Page","1","0","Phân tích SEO chuyên sâu: Thanh toán","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: /index.php","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG NỘI DUNG","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: BỎ TRỐNG MẬT KHẨU","0"
"1","SEO","0","SEO Page","0","0","Phân tích SEO chuyên sâu: Dịch vụ","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SAI ĐỊNH DẠNG EMAIL","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: BỎ TRỐNG TÊN ĐĂNG NHẬP","0"
