"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","UI","1","Cơ hội phát triển sự nghiệp trong ngành Logistics","0","0","UI iPhone X","0"
"0","UI","0","CÔNG TY CỔ PHẦN PROSLINK — trang chủ","1","0","UI iPhone X","0"
"0","UI","0","CÔNG TY CỔ PHẦN PROSLINK — trang chủ","1","0","Chính tả","0"
"0","UI","0","","0","72","","0"
"0","UI","0","Cơ hội phát triển sự nghiệp trong ngành Logistics","1","0","Chính tả","0"
"0","UI","0","Dịch vụ hải quan","1","0","Chính tả","0"
"0","UI","1","Liên hệ","0","0","UI iPhone X","0"
"0","UI","0","Dịch vụ kho bãi &amp; Quản lí kho","1","0","Chính tả","0"
"0","UI","0","Dịch vụ","1","0","Chính tả","0"
"0","UI","1","CÔNG TY CỔ PHẦN PROSLINK — tags-san-pham","0","0","UI iPhone X","0"
"0","UI","1","CÔNG TY CỔ PHẦN PROSLINK — tags-san-pham","0","0","UI Desktop","0"
"0","UI","1","Dịch vụ","0","0","UI Desktop","0"
"0","UI","1","Sản phẩm","0","0","UI iPhone X","0"
"0","UI","1","Dịch vụ kho bãi &amp; Quản lí kho","0","0","UI iPhone X","0"
"0","UI","0","Tin tức","1","0","Chính tả","0"
"0","UI","0","Tin tức","1","0","UI iPhone X","0"
"0","UI","0","Tuyển dụng","1","0","Chính tả","0"
"0","UI","0","Dịch vụ","1","0","UI iPhone X","0"
"0","UI","1","CÔNG TY CỔ PHẦN PROSLINK — trang chủ","0","0","UI Desktop","0"
"0","UI","1","Về chúng tôi","0","0","UI iPhone X","0"
"0","UI","0","Sản phẩm","1","0","Chính tả","0"
"0","UI","0","Tin tức","1","0","UI Desktop","0"
"0","UI","0","Liên hệ","1","0","UI Desktop","0"
"0","UI","0","Liên hệ","1","0","Chính tả","0"
"0","UI","0","Cơ hội phát triển sự nghiệp trong ngành Logistics","1","0","UI Desktop","0"
"0","UI","0","Về chúng tôi","1","0","UI Desktop","0"
"0","UI","1","Dịch vụ hải quan","0","0","UI Desktop","0"
"0","UI","1","Tuyển dụng","0","0","UI iPhone X","0"
"0","UI","0","Về chúng tôi","1","0","Chính tả","0"
"0","UI","1","Sản phẩm","0","0","UI Desktop","0"
"0","UI","0","Kiến thức xuất nhập khẩu","1","0","Chính tả","0"
"0","UI","1","Dịch vụ kho bãi &amp; Quản lí kho","0","0","UI Desktop","0"
"0","UI","1","Kiến thức xuất nhập khẩu","0","0","UI iPhone X","0"
"0","UI","0","Dịch vụ hải quan","1","0","UI iPhone X","0"
"0","UI","0","Tuyển dụng","1","0","UI Desktop","0"
"0","UI","0","CÔNG TY CỔ PHẦN PROSLINK — tags-san-pham","1","0","Chính tả","0"
"0","UI","1","Kiến thức xuất nhập khẩu","0","0","UI Desktop","0"
