"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69916","Add news successfully and verify on website","Desktop Chrome","2026-09-15","passed","2026-09-15","News Management Tests","admin/news.spec.ts","",""
"","45881","Submit form successfully with valid data","Desktop Chrome","2026-09-15","passed","2026-09-15","Contract Feature Tests","web/contract.spec.ts","",""
"","19796","Add news should fail with không nhập tiêu đề","Desktop Chrome","2026-09-15","passed","2026-09-15","News Management Tests","admin/news.spec.ts","",""
"[FAIL] Điểm SEO: 90/100 | Đạt: 19/21 tiêu chí | Ngưỡng: 96%

TỐT","126878","Kiểm tra SEO Onpage: Kiểm tra đơn hàng (/kiem-tra-don-h)","Desktop Chrome","2026-09-15","failed","2026-09-15","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 87/100 | Đạt: 13/15 tiêu chí | Ngưỡng: 96%

TỐT","18424","Kiểm tra SEO Onpage: Test 2 (/test-2)","Desktop Chrome","2026-09-15","failed","2026-09-15","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 80/100 | Đạt: 12/15 tiêu chí | Ngưỡng: 96%

TỐT","14826","Kiểm tra SEO Onpage: Test 3 (/test-3)","Desktop Chrome","2026-09-15","failed","2026-09-15","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","30195","Kiểm tra SEO Onpage: Bảo hành (/bao-h)","Desktop Chrome","2026-09-15","passed","2026-09-15","SEO Page","seo/seo.spec.ts","",""
"","7437","Login should fail with sai mật khẩu","Desktop Chrome","2026-09-15","passed","2026-09-15","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"[FAIL] Điểm SEO: 90/100 | Đạt: 19/21 tiêu chí | Ngưỡng: 96%

TỐT","89725","Kiểm tra SEO Onpage: Tin tức (/tin-tuc)","Desktop Chrome","2026-09-15","failed","2026-09-15","SEO Page","seo/seo.spec.ts","",""
"[FAIL] Điểm SEO: 93/100 | Đạt: 14/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","20856","Kiểm tra SEO Onpage: Động cơ MaxxForce (1) (1) (1) Động cơ MaxxForce (1) (1) (1) (/dong-co-maxxforce-1-1-1)","Desktop Chrome","2026-09-15","failed","2026-09-15","SEO Page","seo/seo.spec.ts","",""
"","10952","Submit form should fail with sai định dạng email","Desktop Chrome","2026-09-15","passed","2026-09-15","Contract Feature Tests","web/contract.spec.ts","",""
"","10601","Login should fail with tấn công SQL Injection","Desktop Chrome","2026-09-15","passed","2026-09-15","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","8642","Login successfully with valid credentials","Desktop Chrome","2026-09-15","passed","2026-09-15","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","180649","Kiểm tra SEO Onpage: Giới thiệu (/gioi-thieu)","Desktop Chrome","2026-09-15","broken","2026-09-15","SEO Page","seo/seo.spec.ts","",""
