"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","SEO","30","SEO Page","0","0","Phân tích SEO chuyên sâu: ","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: TẤN CÔNG SQL INJECTION","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Đặt Món Online Làng Nướng Nam Bộ Dương Đức Hiền","0"
"0","Web","1","Shopping Cart","0","0","Add Multiple Products to Cart","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Địa Điểm Nhà Hàng Tân Phú Tổ Chức Tất Niên Công Ty","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: SỐ ĐIỆN THOẠI CHỨA CHỮ CÁI","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Sảnh 3 Lầu 5","0"
"0","Web","1","Checkout & Payment","5","0","Checkout Negative Scenarios","0"
"0","Admin","0","Add and Verify Recruitments","1","0","Invalid Recruitment: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Tin Tức Làng Nướng Nam Bộ – Ưu Đãi & Hoạt Động Mới","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: ĂN THẢ GA – GIÁ CỰC ĐÃ! COMBO TIẾT KIỆM CHO CẢ GIA ĐÌNH TẠI LÀNG NƯỚNG NAM BỘ","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Dịch vụ","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Top Nhà Hàng Tân Phú Tổ Chức Tiệc Sinh Nhật Đẹp","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Sảnh Tiệc & Phòng VIP Làng Nướng Nam Bộ","0"
"0","Admin","1","Add and Verify Recruitments","0","0","Bulk Insert and Pagination Verification","0"
"0","Admin","0","Add and Verify News","1","0","Invalid News: KHÔNG NHẬP ĐƯỜNG DẪN MẪU","0"
"0","Web","0","Submit Contract Form","1","0","Invalid Contract: BỎ TRỐNG EMAIL","0"
"0","Authentication","0","Admin Login","1","0","Invalid Admin Login: SAI MẬT KHẨU","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: LẨU CÁ TẦM MĂNG CHUA","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Món mới","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: MIẾN XÀO CUA","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: LẨU HẢI SẢN","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Khô Bò Tươi","0"
"0","SEO","1","SEO Page","0","0","Phân tích SEO chuyên sâu: Liên Hệ Nhà Hàng Làng Nướng Nam Bộ Dương Đức Hiền","0"
