"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"[FAIL] Điểm SEO: 90/100 | Đạt: 19/21 tiêu chí | Ngưỡng: 96%

TỐT","78054","Kiểm tra SEO Onpage: Sản phẩm (/san-pham)","Desktop Chrome","2026-08-26","failed","2026-08-26","SEO Page","seo/seo.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","33120","Kiểm tra SEO Onpage: Vòng bi (Bạc đạn) (/vong-bi-bac-dan)","Desktop Chrome","2026-08-26","passed","2026-08-26","SEO Page","seo/seo.spec.ts","",""
"","39545","Submit form should fail with số điện thoại chứa chữ cái","Desktop Chrome","2026-08-26","failed","2026-08-26","Contract Feature Tests","web/contract.spec.ts","",""
"","484725","Bulk insert 35 products via Copy and verify Load More on website","Desktop Chrome","2026-08-26","failed","2026-08-26","Product Management Tests","admin/product.spec.ts","",""
"","8995","Search should handle từ khóa chứa toàn ký tự đặc biệt","Desktop Chrome","2026-08-26","passed","2026-08-26","Search Feature Tests","web/search.spec.ts","",""
"","10562","Login should fail with tấn công SQL Injection","Desktop Chrome","2026-08-26","passed","2026-08-26","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","15283","Login successfully with valid credentials","Desktop Chrome","2026-08-26","passed","2026-08-26","Admin Login Feature Tests","admin/adminLogin.spec.ts","",""
"","39588","Submit form should fail with bỏ trống email","Desktop Chrome","2026-08-26","failed","2026-08-26","Contract Feature Tests","web/contract.spec.ts","",""
"","340401","Bulk insert 35 projects via Copy and verify Load More on website","Desktop Chrome","2026-08-26","failed","2026-08-26","Project Management Tests","admin/project.spec.ts","",""
"[PASS] Điểm SEO: 100/100 | Đạt: 15/15 tiêu chí | Ngưỡng: 96%

XUẤT SẮC","25509","Kiểm tra SEO Onpage: Vật tư công nghiệp (/vat-tu-cong-nghiep)","Desktop Chrome","2026-08-26","passed","2026-08-26","SEO Page","seo/seo.spec.ts","",""
